Location/Emplacement,Province/ Province,Collection Start/Début du prélèvement (UTC),Collection Time/Durée d'échantillonnage (s),AirVolume/Volume d'air (m3),7Be Activity/7Be Activité (mBq/m3),7Be Uncertainty/7Be Incertitude (mBq/m3),7Be MDC/7Be CMD (mBq/m3),210Pb Activity/210Pb Activité (mBq/m3),210Pb Uncertainty/210Pb Incertitude (mBq/m3),210Pb MDC/210Pb CMD (mBq/m3),134Cs Activity/134Cs Activité (mBq/m3),134Cs Uncertainty/134Cs Incertitude (mBq/m3),134Cs MDC/134Cs CMD (mBq/m3),137Cs Activity/137Cs Activité (mBq/m3),137Cs Uncertainty/137Cs Incertitude (mBq/m3),137Cs MDC/137Cs CMD (mBq/m3),131I Activity/131I Activité (mBq/m3),131I Uncertainty/131I Incertitude (mBq/m3),131I MDC/131I CMD (mBq/m3),Comments,
Iqaluit,NU,2015-04-27,602040,85484,2.094403036,0.050893341,0.00443792,0.23962421,0.005679705,0.006486052,,,0.000613976,,,0.00055391,,,0.00226794,,
Iqaluit,NU,2015-05-04,605280,85966,0.75435132,0.020268104,0.004795081,0.084360171,0.002826659,0.004516888,,,0.000540416,,,0.000488651,,,0.001718009,,
Iqaluit,NU,2015-05-11,604320,85814,2.55679303,0.072990008,0.007201028,0.381269343,0.008793308,0.011907815,,,0.00087116,,,0.000693799,,,0.003252565,,
Iqaluit,NU,2015-05-18,605760,86020,1.235874889,0.031273822,0.004800002,0.160075684,0.004335188,0.005346676,,,0.000519172,,,0.00056749,,,0.004921314,,
Iqaluit,NU,2015-05-25,603720,85735,1.278170152,0.032050768,0.004488125,0.138924239,0.003986197,0.005363564,,,0.00056712,,,0.000658256,,,0.002885381,,
Iqaluit,NU,2015-06-01,605400,85967,0.730065401,0.019475104,0.005057242,0.065911901,0.002587926,0.004430006,,,0.000655647,,,0.000569147,,,0.004586739,,
Iqaluit,NU,2015-06-08,605040,85931,1.246597299,0.031317608,0.004714508,0.144841682,0.004091641,0.005755221,,,0.000634598,,,0.000611877,,,0.002585028,,
Iqaluit,NU,2015-06-15,604860,85823,0.930489256,0.021098544,0.005455357,0.089434527,0.00317719,0.007081727,,,0.000747632,,,0.000546775,,,0.004941297,,
Iqaluit,NU,2015-06-22,604620,85860,0.519353042,0.012554756,0.005378388,0.061741668,0.00260526,0.00664947,,,0.000826819,,,0.000540197,,,0.004866464,,
Iqaluit,NU,2015-06-29,604620,85868,1.384882512,0.030351612,0.004974605,0.114389767,0.003692047,0.007907949,,,0.000770524,,,0.000562354,,,0.002979846,,
Iqaluit,NU,2015-07-06,605340,84894,0.33089342,0.009971578,0.004742566,0.024007331,0.001433578,0.003842105,,,0.000581654,,,0.000421685,,,0.001500226,,
Iqaluit,NU,2015-07-13,604500,85708,0.384285402,0.012988547,0.007869977,0.032009961,0.002125873,0.008414449,,,0.000918572,,,0.000811318,,,0.006075377,,
Iqaluit,NU,2015-07-20,604800,85892,1.605239996,0.040954172,0.005843393,0.114367178,0.003423036,0.005663825,,,0.000634636,,,0.000597988,,,0.002064847,,
Iqaluit,NU,2015-07-27,604680,85873,0.600470389,0.018819387,0.006720759,0.041671106,0.002436971,0.00817615,,,0.000896732,,,0.000823064,,,0.003157111,,
Iqaluit,NU,2015-08-03,604740,85887,2.256995716,0.064770863,0.007700834,0.168290201,0.005337274,0.011685657,,,0.001005614,,,0.000942703,,,0.004109947,,
Iqaluit,NU,2015-08-10,603900,85490,1.352350322,0.033760009,0.004715812,0.15944812,0.004387967,0.00621221,,,0.000587651,,,0.000621474,,,0.002604392,,
Iqaluit,NU,2015-08-17,604680,85860,0.929023363,0.023799516,0.004475181,0.149325498,0.004162537,0.0055002,,,0.000580471,,,0.000587404,,,0.001972848,,
Iqaluit,NU,2015-08-24,602820,86527,0.54670112,0.015001837,0.004461444,0.074932656,0.002755505,0.004384969,,,0.00056808,,,0.00058749,,,0.002882345,,
Iqaluit,NU,2015-08-31,600480,85268,1.725121768,0.049946468,0.006519503,0.202515098,0.005853368,0.010883025,,,0.000947585,,,0.000827446,,,0.002887153,,
Iqaluit,NU,2015-09-07,608340,86393,2.07162355,0.050410017,0.004501609,0.354120423,0.007435686,0.00674856,,,0.000565393,,,0.000510091,,,0.002545276,,
Iqaluit,NU,2015-09-14,603480,85711,0.582565208,0.018390901,0.007183695,0.109824765,0.003989689,0.008735749,,,0.000959608,,,0.000790543,,,0.003900046,,
Iqaluit,NU,2015-09-21,601200,85166,1.701232628,0.036860911,0.005082513,0.194734947,0.005188159,0.009243601,,,0.000868753,,,0.000541267,,,0.002716146,,
Iqaluit,NU,2015-09-28,605160,85943,0.932625061,0.024026599,0.004622664,0.128916278,0.003797711,0.005195602,,,0.00065356,,,0.000668274,,,0.002924659,,
Iqaluit,NU,2015-10-12,604980,85923,0.843065219,0.02248393,0.005455351,0.076342368,0.002714756,0.00499574,,,0.000653788,,,0.000533867,,,0.002086899,,
Iqaluit,NU,2015-10-19,605520,85974,1.083991736,0.02824345,0.0052657,0.10369315,0.003247249,0.005695931,,,0.000563203,,,0.000506139,,,0.001385352,,
Iqaluit,NU,2015-10-26,604500,84193,0.997306152,0.025471111,0.004660481,0.135542002,0.003946631,0.005340975,,,0.000746961,,,0.000610057,,,0.0023943,,
Iqaluit,NU,2015-11-02,603780,85370,2.419796349,0.051869049,0.005654907,0.276915848,0.006510559,0.009444329,,,0.000834951,,,0.000613348,,,0.004489302,,
Iqaluit,NU,2015-11-09,607500,86256,1.630302454,0.047593742,0.007679274,0.321904103,0.007807585,0.011209948,,,0.001002782,,,0.000846585,,,0.006626463,,
Iqaluit,NU,2015-11-16,603720,85718,1.151267544,0.034133783,0.007355746,0.216928444,0.006045663,0.010388968,,,0.001057311,,,0.000750657,,,0.003585552,,
Iqaluit,NU,2015-11-23,607860,84047,1.70105589,0.036802557,0.004831696,0.536136562,0.010693518,0.010065638,,,0.000795576,,,0.00050297,,,0.001953855,,
Iqaluit,NU,2015-11-30,605460,85964,1.505296771,0.043821311,0.006505741,0.625568882,0.012719218,0.012841806,,,0.000934721,,,0.000673456,,,0.002348666,,
Iqaluit,NU,2015-12-07,603660,85654,3.104375185,0.074841071,0.005685207,0.600951172,0.011168828,0.007711425,,,0.000656854,,,0.000593986,,,0.008089286,,
Iqaluit,NU,2015-12-14,603540,85687,2.46127738,0.059675915,0.005130272,0.448175663,0.00888487,0.007259368,,,0.000614866,,,0.000608664,,,0.004400878,,
Iqaluit,NU,2015-12-21,690420,98043,2.894035646,0.08215468,0.006566011,0.510069809,0.011186706,0.011649528,,,0.000834742,,,0.000768559,,,0.004137116,,
Iqaluit,NU,2015-12-29,520080,73822,3.251517542,0.092517806,0.007784697,0.98410271,0.018767881,0.015337848,,,0.001200289,,,0.000861108,,,0.002943264,,
Iqaluit,NU,2016-01-04,600960,85320,3.437789427,0.072685249,0.005163852,0.413314532,0.00874391,0.011056715,,,0.000756305,,,0.000562887,,,0.002024602,,
Iqaluit,NU,2016-01-11,606960,86174,2.309781212,0.049391521,0.004821961,0.222154131,0.005586586,0.009347278,,,0.000821256,,,0.000501682,,,0.002325486,,
Iqaluit,NU,2016-01-18,605280,85896,2.297188097,0.066330662,0.008363443,0.619347273,0.012571403,0.011962841,,,0.000991295,,,0.000687837,,,0.01333063,,
Iqaluit,NU,2016-01-25,602580,85547,2.486154794,0.060208806,0.004864591,0.973992574,0.016689743,0.008689529,,,0.00063437,,,0.000540559,,,0.004051729,,
Iqaluit,NU,2016-02-01,605820,86003,2.670096194,0.057153259,0.005881916,0.703783021,0.013472769,0.010173979,,,0.000811153,,,0.000552797,,,0.007360667,,
Iqaluit,NU,2016-02-08,689520,97915,2.998199442,0.063546342,0.004650791,0.513190599,0.010033216,0.009898942,,,0.000672192,,,0.00049218,,,0.003588322,,
Iqaluit,NU,2016-02-16,560160,79491,2.718124462,0.065806637,0.005739918,0.516309059,0.010080395,0.007867864,,,0.000562418,,,0.000691698,,,0.004316932,,
Iqaluit,NU,2016-02-22,565260,80256,2.249802874,0.054697102,0.005113749,0.440340493,0.008916774,0.007614562,,,0.000625055,,,0.000664223,,,0.002397041,,
Iqaluit,NU,2016-02-29,605760,84202,1.951005966,0.047644492,0.004577604,0.351741162,0.007441404,0.006714099,,,0.000529365,,,0.000591891,,,0.002426724,,
Iqaluit,NU,2016-03-07,602160,85496,2.046379059,0.049822529,0.004431099,0.438734677,0.008739266,0.007015205,,,0.000658312,,,0.000550956,,,0.002564762,,
Iqaluit,NU,2016-03-14,609600,85060,1.928688167,0.046914837,0.004376914,0.3522712,0.007436436,0.006857892,,,0.000587895,,,0.000641968,,,0.001370363,,
Iqaluit,NU,2016-03-21,598740,85020,2.563076149,0.07327115,0.007552792,0.440096649,0.009817652,0.01274986,,,0.000933757,,,0.000879676,,,0.003964626,,
Iqaluit,NU,2016-03-28,604980,85915,4.177479493,0.099368148,0.005280785,0.755738774,0.013491477,0.009051873,,,0.000545019,0.000391695,0.000151039,0.000515431,,,0.003298678,,
Iqaluit,NU,2016-04-04,604500,84389,2.834238562,0.068345477,0.00521022,0.46478504,0.009170469,0.007478894,,,0.000537232,,,0.000692091,,,0.004163608,,
Iqaluit,NU,2016-04-11,604920,11667,3.221009029,0.09156596,0.034730441,0.427792701,0.017729436,0.031046917,,,0.004334762,,,0.004547391,,,0.019092739,,
Iqaluit,NU,2016-04-18,604680,80039,3.462522816,0.082817201,0.005189997,0.443465314,0.008993467,0.008370372,,,0.000612128,,,0.000624246,,,0.002442288,,
Iqaluit,NU,2016-04-25,651540,80039,4.207880444,0.100276062,0.005471323,0.353586978,0.00763238,0.008387834,,,0.000690068,,,0.000651416,,,0.004008911,,
Iqaluit,NU,2016-05-02,605100,92532,2.62024989,0.062862243,0.004201778,0.172172281,0.004490404,0.006428685,,,0.00052998,,,0.00050392,,,0.001738039,,
Iqaluit,NU,2016-05-09,605520,86089,1.846422199,0.053542406,0.007993529,0.153976987,0.005010645,0.010849922,,,0.00104436,,,0.00080623,,,0.005943726,,
Iqaluit,NU,2016-05-16,595680,85086,1.326429653,0.038965149,0.007345211,0.131648113,0.004560355,0.009991323,,,0.001028954,,,0.000839923,,,0.003075757,,
Iqaluit,NU,2016-05-23,606120,86089,1.15789308,0.0290596,0.004310612,0.134743786,0.003910326,0.005490554,,,0.000566186,,,0.000550864,,,0.001628927,,
Iqaluit,NU,2016-05-30,562920,79937,1.619676778,0.040023105,0.004866043,0.175136355,0.004727548,0.006205612,,,0.000606502,,,0.000656143,,,0.002263009,,
Iqaluit,NU,2016-06-06,605460,85756,1.088773286,0.02751829,0.004344091,0.110429914,0.003484069,0.005333573,,,0.000609449,,,0.000538031,,,0.001920327,,
Iqaluit,NU,2016-06-13,604080,85796,2.67918259,0.076847111,0.008061382,0.22247883,0.006257982,0.011755787,,,0.000921061,,,0.000746539,,,0.011494653,,
Iqaluit,NU,2016-06-20,607320,86258,1.136354074,0.033870147,0.007367726,0.075351359,0.003380261,0.009350333,,,0.001033058,,,0.000771554,,,0.005536788,,
Iqaluit,NU,2016-06-27,602340,85543,1.401893092,0.034821639,0.004218944,0.172222732,0.004554233,0.005659613,,,0.000548455,,,0.00066709,,,0.0021095,,
Iqaluit,NU,2016-07-04,607800,86323,2.032061569,0.059029392,0.008858802,0.206664569,0.005924466,0.010794709,,,0.000889752,,,0.000837873,,,0.014308511,,
Iqaluit,NU,2016-07-11,648120,91418,0.957007778,0.02146056,0.005088569,0.080059928,0.002991385,0.007441012,,,0.000755202,,,0.000591459,,,0.00373917,,
Iqaluit,NU,2016-07-18,603900,79619,0.679164397,0.015769776,0.005188441,0.081333063,0.003222024,0.008373551,,,0.000902087,,,0.000549062,,,0.002117604,,
Iqaluit,NU,2016-07-25,602760,84992,1.594516488,0.039270959,0.00468681,0.152020501,0.004260395,0.006289845,,,0.000625929,,,0.000575872,,,0.001811475,,
Iqaluit,NU,2016-08-01,605940,86054,3.97663943,0.083938611,0.005736177,0.374790096,0.008192075,0.012037963,,,0.000813151,,,0.000593533,,,0.003585325,,
Iqaluit,NU,2016-08-08,602340,85550,3.819577477,0.108080177,0.007503148,0.271823362,0.007174629,0.013381695,,,0.000993258,,,0.000772881,,,0.004586438,,
Iqaluit,NU,2016-08-15,605640,85526,5.23628405,0.123932024,0.005442882,0.426514817,0.008637043,0.009149361,,,0.000603264,,,0.00065277,,,0.003291229,,
Iqaluit,NU,2016-08-22,605760,86034,0.626862561,0.016901955,0.004549831,0.120765554,0.003630942,0.004764483,,,0.000591967,,,0.000629803,,,0.00300671,,
Iqaluit,NU,2016-08-29,604800,85889,2.220430631,0.063698503,0.007168035,0.233381552,0.006398024,0.011590497,,,0.000997239,,,0.000919859,,,0.003647692,,
Iqaluit,NU,2016-09-05,603660,85732.00,1.72,0.04,0.005084873,0.19455932,0.005147389,0.00922684,,,0.00075976,,,0.000551141,,,0.002050726,,
Iqaluit,NU,2016-09-12,605340,85961.00,2.24,0.06,0.006835959,0.251909666,0.006717172,0.011721076,,,0.000877689,,,0.000807865,,,0.003180402,,
Iqaluit,NU,2016-09-19,605880,86047.00,1.59,0.05,0.006838703,0.139983608,0.004718348,0.01058043,,,0.000938188,,,0.000805281,,,0.002900926,,
Iqaluit,NU,2016-09-26,604260,85806.00,0.96,0.03,0.007711664,0.16400704,0.005087756,0.009422181,,,0.000897372,,,0.000785501,,,0.004168104,,
Iqaluit,NU,2016-10-03,648420,91959.00,0.64,0.02,0.006226899,0.102973398,0.003810172,0.008716026,,,0.000879192,,,0.000717325,,,0.002187378,,
Iqaluit,NU,2016-10-10,560760,79630.00,0.70,0.02,0.007838599,0.090340644,0.003812157,0.009962245,,,0.001033104,,,0.000828933,,,0.003421842,,
Iqaluit,NU,2016-10-17,603960,85775.00,1.16,0.03,0.004993527,0.146192958,0.004273818,0.00821726,,,0.000773951,,,0.0005519,,,0.002331521,,
Iqaluit,NU,2016-10-24,605940,85768.00,1.23,0.04,0.006833972,0.132223912,0.004571735,0.010042407,,,0.000997035,,,0.000835817,,,0.002502752,,
Iqaluit,NU,2016-10-31,605640,86006.00,1.39,0.04,0.008403999,0.166807583,0.005176765,0.010308791,,,0.001048598,,,0.000865608,,,0.008139294,,
Iqaluit,NU,2016-11-07,733020,104132.00,0.82,0.02,0.004309555,0.142282439,0.003737424,0.004278923,,,0.000411813,,,0.000578747,,,0.004331584,,
Iqaluit,NU,2016-11-15,510060,72424.00,0.77,0.02,0.00549738,0.101953005,0.00354207,0.005604206,,,0.000745394,,,0.000664703,,,0.003385589,,
Iqaluit,NU,2016-11-21,609000,86486.00,0.99,0.03,0.006875382,0.253073847,0.006624348,0.010240545,,,0.000949142,,,0.000782858,,,0.00248498,,
Iqaluit,NU,2016-11-28,604200,85802.00,0.79,0.02,0.004620821,0.16335844,0.0043907,0.005226042,,,0.000569257,,,0.000567869,,,0.002076133,,
Iqaluit,NU,2016-12-05,566880,80482.00,1.80,0.04,0.004751243,0.356886598,0.007623021,0.007098854,,,0.000585745,,,0.000628899,,,0.002098118,,
Iqaluit,NU,2016-12-12,646560,91814.00,3.20,0.07,0.005344872,0.518228439,0.010254589,0.010661956,,,0.000774983,,,0.000538735,,,0.003795294,,
Iqaluit,NU,2016-12-19,563640,80021.00,2.94,0.06,0.004768046,1.476209854,0.025578698,0.012102714,,,0.000833163,,,0.000566901,,,0.003228684,,
Iqaluit,NU,2016-12-26,645180,91608.00,3.04,0.07,0.004641115,0.670488098,0.012064345,0.008024911,,,0.000533628,,,0.000544764,,,0.002145663,,
Iqaluit,NU,2017-01-02,561720,79671.00,2.84,0.07,0.004942372,0.594020017,0.011245915,0.008500957,,,0.000659779,,,0.000589232,,,0.001863176,,
Iqaluit,NU,2017-01-09,605220,85941.00,1.62,0.05,0.007424727,0.530962569,0.011177401,0.011931067,,,0.000939027,,,0.000829916,,,0.004792578,,
Iqaluit,NU,2017-01-16,603300,85639.00,3.02,0.07,0.005776544,0.724154102,0.01301145,0.008364284,,,0.000643957,,,0.000670551,,,0.006120558,,
Iqaluit,NU,2017-01-23,607080,86210.00,4.83,0.11,0.005599278,0.48452416,0.009476656,0.008729925,,,0.000607598,,,0.000649617,,,0.004138524,,
Iqaluit,NU,2017-01-30,601080,85273.00,3.03,0.07,0.004611694,0.919427838,0.015895272,0.008906397,,,0.000669905,,,0.000630086,,,0.002374068,,
Iqaluit,NU,2017-02-06,606180,86061.00,1.94,0.05,0.004851566,0.746901512,0.013308946,0.007754078,,,0.000636128,,,0.000538885,,,0.003073291,,
Iqaluit,NU,2017-03-06,602820,85540.00,2.99,0.08,0.007237558,0.733241967,0.014449253,0.013764665,,,0.000879833,,,0.000800936,,,0.003845096,,
Kuujjuarapik,QC,2009-01-05,1469400,30930,1.934602399,0.071461759,0.02011916,0.792679063,0.028407963,0.02331074,,,0.002360566,,,0.002050218,,,0.014148001,,
Kuujjuarapik,QC,2009-01-22,843300,17515,2.562118271,0.063877042,0.017960176,0.881543889,0.032562292,0.016521977,,,0.002881037,,,0.002089304,,,0.019865605,,
Kuujjuarapik,QC,2009-02-01,686100,14256,2.052966472,0.05494329,0.022451075,0.451237955,0.019426503,0.018561825,,,0.002838288,,,0.002957489,,,0.016634347,,
Kuujjuarapik,QC,2009-02-09,606000,12596,2.167142696,0.069358524,0.041425741,0.34745723,0.018516236,0.038480048,,,0.004928336,,,0.004380001,,,0.031880289,,
Kuujjuarapik,QC,2009-02-16,626700,12860,2.241375145,0.058970197,0.022073518,0.333010883,0.015993899,0.019510144,,,0.003043246,,,0.003036973,,,0.011505628,,
Kuujjuarapik,QC,2009-02-23,588000,12215,2.218784428,0.071516654,0.042342723,0.617417517,0.027991151,0.040398354,,,0.005588257,,,0.004201424,,,0.0365694,,
Kuujjuarapik,QC,2009-03-02,685200,14196,3.255381373,0.090043038,0.02444555,0.513498894,0.021735284,0.02230133,,,0.002929423,,,0.002229945,,,0.009569715,,
Kuujjuarapik,QC,2009-03-10,622500,12528,2.273245221,0.059031324,0.020880998,0.516275756,0.022151394,0.019793781,,,0.003666769,,,0.003142495,,,0.007561664,,
Kuujjuarapik,QC,2009-03-17,608400,12777,3.626977515,0.08703406,0.020671878,0.481595851,0.02096878,0.021811633,,,0.00325745,,,0.002915789,,,0.00895508,,
Kuujjuarapik,QC,2009-03-24,667200,13223,2.922057463,0.087362022,0.037955142,0.388130239,0.019797792,0.038561411,,,0.004857461,,,0.003776924,,,0.019357425,,
Kuujjuarapik,QC,2009-04-01,619740,12742,3.034697673,0.075676724,0.021948093,0.369435868,0.017250131,0.020545604,,,0.003706672,,,0.003496863,,,0.01405379,,
Kuujjuarapik,QC,2009-04-08,607800,12619,3.800411701,0.091519599,0.022921944,0.426387385,0.019227511,0.021793938,,,0.0035393,,,0.003722251,,,0.013582186,,
Kuujjuarapik,QC,2009-04-15,604800,12566,5.757282122,0.160519906,0.036693,0.457211282,0.022716256,0.043214779,,,0.005243644,,,0.003930044,,,0.017319779,,
Kuujjuarapik,QC,2009-04-22,584820,12148,4.045434816,0.112286233,0.032379066,0.513887855,0.022593428,0.026629577,,,0.003293472,,,0.002514239,,,0.019504825,,
Kuujjuarapik,QC,2009-04-29,623400,12544,2.982133663,0.074633522,0.023043056,0.280324765,0.014315228,0.020414838,,,0.002974167,,,0.003351161,,,0.011991198,,
Kuujjuarapik,QC,2009-05-06,599700,12477,3.328148525,0.098857119,0.039697403,0.275067877,0.016258497,0.041485982,,,0.00511373,,,0.004095743,,,0.024235565,,
Kuujjuarapik,QC,2009-05-13,692100,14368,2.763535809,0.082663223,0.034480439,0.200764407,0.012719931,0.033859658,,,0.004241221,,,0.003765092,,,0.021381618,,
Kuujjuarapik,QC,2009-05-21,607320,12611,1.858594867,0.060577206,0.037910035,0.151284619,0.010374207,0.036140231,,,0.005262154,,,0.003922036,,,0.02276235,,
Kuujjuarapik,QC,2009-05-28,602220,12507,1.507580903,0.043898963,0.022470889,0.099750963,0.007406959,0.018496314,,,0.003442592,,,0.003832461,,,0.011218357,,
Kuujjuarapik,QC,2009-06-04,604620,12626,0.737589239,0.030527016,0.03873634,0.071970334,0.007739657,0.035732355,,,0.005181242,,,0.004339859,,,0.016400236,,
Kuujjuarapik,QC,2009-06-11,756720,14928,2.817679859,0.0838518,0.034420998,0.150138722,0.010317405,0.032996533,,,0.004515318,,,0.003640879,,,0.024174455,,
Kuujjuarapik,QC,2009-06-20,781080,15853,2.45208125,0.061854173,0.020080479,0.182783437,0.009914452,0.016369304,,,0.002742747,,,0.003087976,,,0.016474603,,
Kuujjuarapik,QC,2009-06-29,630480,13223,1.338948881,0.036683868,0.023729863,0.132332622,0.009533052,0.027395343,,,0.004417102,,,0.002858924,,,0.011516827,,
Kuujjuarapik,QC,2009-07-06,599400,12305,3.70703184,0.088651894,0.025347141,0.16052757,0.011173416,0.03223059,,,0.005197075,,,0.003194324,,,0.01293028,,
Kuujjuarapik,QC,2009-07-13,604080,12552,0.987549856,0.032693249,0.024207637,0.083482947,0.006646381,0.017932976,,,0.003283518,,,0.002852977,,,0.013156049,,
Kuujjuarapik,QC,2009-07-20,683580,13837,4.4729058,0.121692948,0.030173858,0.227256198,0.012323552,0.022883212,,,0.002815703,,,0.002943402,,,0.025708681,,
Kuujjuarapik,QC,2009-07-28,594720,12357,1.0973639,0.03864134,0.028436743,0.100890031,0.007322556,0.020270429,,,0.002895446,,,0.002911843,,,0.01875755,,
Kuujjuarapik,QC,2009-08-04,542580,11379,2.214497558,0.065960539,0.038082344,0.165922868,0.010564891,0.020317466,,,0.003344756,,,0.003151341,,,0.173605542,,
Kuujjuarapik,QC,2009-08-10,922980,19175,1.162337013,0.03729464,0.021541817,0.141353246,0.007957669,0.014017508,,,0.002488942,,,0.002229669,,,0.025496654,,
Kuujjuarapik,QC,2009-08-21,689280,14471,1.363497155,0.039011241,0.020017329,0.160045331,0.009338682,0.016656333,,,0.002856136,,,0.002772603,,,0.009849483,,
Kuujjuarapik,QC,2009-08-29,947280,19907,2.219383182,0.053387332,0.016256085,0.22258058,0.011708252,0.020821744,,,0.002922003,,,0.001922862,,,0.009546851,,
Kuujjuarapik,QC,2009-09-09,588000,12215,2.412499005,0.060341156,0.025256313,0.232576047,0.014073992,0.033021646,,,0.004962713,,,0.002972764,,,0.009099023,,
Kuujjuarapik,QC,2009-09-16,606300,12574,3.048208364,0.075881888,0.024070889,0.366550626,0.017143996,0.020600583,,,0.003338674,,,0.003612097,,,0.012144067,,
Kuujjuarapik,QC,2009-09-23,607980,12619,1.505333173,0.048353943,0.028131964,0.148138031,0.009371248,0.020731959,,,0.003517287,,,0.003038786,,,0.013504633,,
Kuujjuarapik,QC,2009-09-30,624300,12985,0.316982952,0.016075303,0.025031135,0.075500592,0.006202947,0.018182718,,,0.003077902,,,0.002554593,,,0.009357092,,
Kuujjuarapik,QC,2009-10-07,604500,12687,0.355373344,0.016856788,0.022596187,0.043830918,0.004218191,0.01583934,,,0.003475653,,,0.002926224,,,0.011559962,,
Kuujjuarapik,QC,2009-10-14,1271160,26404,2.27087587,0.061785088,0.020382444,0.232317195,0.011509864,0.02182469,,,0.002749327,,,0.002354971,,,0.012928649,,
Kuujjuarapik,QC,2009-10-29,607320,12596,1.596438851,0.053390374,0.042101987,0.182939765,0.011940153,0.040056631,,,0.005729264,,,0.004403928,,,0.021181691,,
Kuujjuarapik,QC,2009-11-05,1047600,21754,1.550580061,0.039582037,0.013642717,0.352757286,0.014639318,0.012381609,,,0.002050549,,,0.001933729,,,0.006628057,,
Kuujjuarapik,QC,2009-11-17,610500,12679,3.376934161,0.095934772,0.040424962,0.777736953,0.033706405,0.046828209,,,0.005565382,,,0.004686336,,,0.019635043,,
Kuujjuarapik,QC,2009-11-24,609420,12596,0.62028171,0.024191837,0.024645373,0.177616315,0.010613618,0.017833931,,,0.003622241,,,0.003268333,,,0.014908846,,
Kuujjuarapik,QC,2009-12-01,590400,12475,0.412955511,0.021735087,0.041587078,0.076188422,0.008366502,0.038178718,,,0.006252326,,,0.004243137,,,0.017037231,,
Kuujjuarapik,QC,2009-12-08,614400,12641,2.355535328,0.069496487,0.028397979,0.512321596,0.022290047,0.023946304,,,0.003391684,,,0.00272121,,,0.013829364,,
Kuujjuarapik,QC,2009-12-15,670800,13784,2.857022868,0.08356106,0.039856397,0.415805975,0.021045003,0.039578357,,,0.0048808,,,0.003606295,,,0.029254168,,
Kuujjuarapik,QC,2009-12-23,604800,12709,2.081085973,0.075099527,0.066893524,0.496072684,0.023501562,0.036240199,,,0.005630997,,,0.00405671,,,0.815613894,,
Kuujjuarapik,QC,2009-12-30,621900,12764,1.455400274,0.046913964,0.031885189,0.258327553,0.013318611,0.018251178,,,0.003440027,,,0.003696702,,,0.123692094,,
Kuujjuarapik,QC,2010-01-06,595500,12364,3.110257635,0.079932125,0.037437312,0.571811384,0.026945324,0.032472901,,,0.005150399,,,0.002613175,,,0.197618399,,
Kuujjuarapik,QC,2010-01-13,615180,12768,3.600139311,0.092038803,0.031984757,0.467286065,0.020531131,0.0217612,,,0.003383184,,,0.003697251,,,0.090311194,,
Kuujjuarapik,QC,2010-01-20,611580,1569,2.691324589,0.151800316,0.258320855,0.839031435,0.061180551,0.131075227,,,0.029530464,,,0.024019677,,,0.788676145,,
Kuujjuarapik,QC,2010-01-28,769500,15967,2.697170723,0.077369134,0.027574968,0.669764568,0.026437179,0.021369189,,,0.002820485,,,0.002391395,,,0.038963706,,
Kuujjuarapik,QC,2010-02-06,594000,12581,1.896699493,0.063518346,0.043713837,0.339707561,0.018107627,0.035060468,,,0.005439381,,,0.003983038,,,0.054653432,,
Kuujjuarapik,QC,2010-02-13,612600,12723,1.822657418,0.051508531,0.025346964,0.283780568,0.014262645,0.018275638,,,0.003102813,,,0.002905006,,,0.02185329,,
Kuujjuarapik,QC,2010-02-20,592080,12297,2.492871997,0.077834037,0.041873842,0.607714695,0.027611552,0.041414678,,,0.005664765,,,0.004401216,,,0.028118811,,
Kuujjuarapik,QC,2010-02-27,623880,12808,3.133117829,0.094801906,0.04237382,0.611724358,0.027505858,0.038941762,,,0.005529964,,,0.00426,,,0.043408876,,
Kuujjuarapik,QC,2010-03-06,591360,12282,2.347826357,0.074534308,0.044656474,0.496040617,0.023841873,0.039865394,,,0.004789545,,,0.004723487,,,0.03686194,,
Kuujjuarapik,QC,2010-03-13,611400,12476,3.164827977,0.076552591,0.025082427,0.460654184,0.022563669,0.032888751,,,0.004878499,,,0.002719175,,,0.010052759,,
Kuujjuarapik,QC,2010-03-20,693300,14885,3.248297717,0.090158656,0.025094841,0.671610649,0.026815371,0.022558635,,,0.002729179,,,0.002647618,,,0.016002485,,
Kuujjuarapik,QC,2010-03-28,668880,13584,3.450389677,0.100087014,0.033035805,0.385775612,0.019573315,0.036763366,,,0.004920602,,,0.004313397,,,0.014511277,,
Kuujjuarapik,QC,2010-04-05,534000,11086,3.62736248,0.10828323,0.044701632,0.245502004,0.015482947,0.043551958,,,0.005946108,,,0.004565208,,,0.028716153,,
Kuujjuarapik,QC,2010-04-11,611580,12701,3.731769332,0.109082347,0.037119757,0.301261947,0.017088008,0.038805178,,,0.005197161,,,0.004135682,,,0.024167155,,
Kuujjuarapik,QC,2010-04-18,607140,12754,1.593176431,0.052974433,0.036145728,,,0.068695052,,,0.004975465,,,0.00367039,,,0.015707681,,
Kuujjuarapik,QC,2010-04-25,598980,12431,4.758171371,0.135123445,0.036953592,0.278350881,0.01633712,0.040199495,,,0.005470128,,,0.003983083,,,0.019030293,,
Kuujjuarapik,QC,2010-05-02,693060,14697,3.066123096,0.084915517,0.02268778,0.227722284,0.012100172,0.022223656,,,0.002841433,,,0.002598213,,,0.008139409,,
